,rt,stimulus,key_press,ListLength,Trial_index,Phase,correct,ExperimentalPhase,Block,word1,word2,save,date,subject_id,trial_type,trial_index,time_elapsed,internal_node_id,response,cue,target,SequenceLength,sequence,letterSeen,queriedPosition,Stimulus_type,TrialType,timeMs,timeMin,score,correct_01,validTrials,validID,W2VWordPairsSim,SimBins
26056,1596.80000001192,<h1>wire</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,7.0,CuePresentation,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,673,1422692,0.0-673.0,,wire,tape,,,,2.0,,,,,,1.0,True,True,0.5010969904798186,3
26057,,,,22.0,7.0,RecallResponse,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,674,1423515,0.0-674.0,tape,wire,tape,,,,2.0,,,,,,1.0,True,True,0.5010969904798186,3
26058,4466.89999997616,<h1>toilet</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,8.0,CuePresentation,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,677,1429997,0.0-677.0,,toilet,desk,,,,22.0,,,,,,1.0,False,True,0.4271657233874721,3
26059,,,,22.0,8.0,RecallResponse,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,678,1431356,0.0-678.0,desk,toilet,desk,,,,22.0,,,,,,1.0,False,True,0.4271657233874721,3
26060,5649.0,<h1>flag</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,9.0,CuePresentation,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,681,1439023,0.0-681.0,,flag,banner,,,,7.0,,,,,,1.0,True,True,0.6166730372903241,4
26061,,,,22.0,9.0,RecallResponse,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,682,1440231,0.0-682.0,banner,flag,banner,,,,7.0,,,,,,1.0,True,True,0.6166730372903241,4
26062,1607.60000002384,<h1>scone</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,10.0,CuePresentation,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,685,1443854,0.0-685.0,,scone,cake,,,,4.0,,,,,,1.0,True,True,1.0000000320639069,5
26063,,,,22.0,10.0,RecallResponse,TRUE,True,2.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,686,1444878,0.0-686.0,cake,scone,cake,,,,4.0,,,,,,1.0,True,True,1.0000000320639069,5
26065,,,,2.0,1.0,LearningResponse,TRUE,True,3.0,tank,bumper,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,694,1491544,0.0-694.0,bumper,tank,bumper,,,,,,,,,,1.0,False,True,0.33731408101689114,2
26066,,,,2.0,1.0,LearningResponse,TRUE,True,3.0,tank,bumper,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,697,1496347,0.0-697.0,tank,bumper,tank,,,,,,,,,,1.0,False,True,0.33731408101689114,2
26068,,,,2.0,2.0,LearningResponse,TRUE,True,3.0,fungus,moth,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,702,1506823,0.0-702.0,moth,fungus,moth,,,,,,,,,,1.0,False,True,0.42118623274423467,3
26069,,,,2.0,2.0,LearningResponse,TRUE,True,3.0,fungus,moth,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,705,1511715,0.0-705.0,fungus,moth,fungus,,,,,,,,,,1.0,False,True,0.42118623274423467,3
26130,1443.19999998808,<h1>bumper</h1><br><br><br> Please press space as soon as you recall the target.,32.0,2.0,1.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,793,1647588,0.0-793.0,,bumper,tank,,,,2.0,,,,,,1.0,True,True,0.33731408101689114,2
26131,,,,2.0,1.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,794,1649177,0.0-794.0,tank,bumper,tank,,,,2.0,,,,,,1.0,True,True,0.33731408101689114,2
26132,2023.29999995232,<h1>moth</h1><br><br><br> Please press space as soon as you recall the target.,32.0,2.0,2.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,797,1653218,0.0-797.0,,moth,fungus,,,,1.0,,,,,,1.0,False,True,0.42118623274423467,3
26133,,,,2.0,2.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,798,1655162,0.0-798.0,fungus,moth,fungus,,,,1.0,,,,,,1.0,False,True,0.42118623274423467,3
26135,,,,12.0,1.0,LearningResponse,TRUE,True,4.0,filter,vacuum,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,806,1681043,0.0-806.0,vacuum,filter,vacuum,,,,,,,,,,1.0,False,True,0.614644204708111,4
26136,,,,12.0,1.0,LearningResponse,TRUE,True,4.0,filter,vacuum,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,809,1686110,0.0-809.0,filter,vacuum,filter,,,,,,,,,,1.0,False,True,0.614644204708111,4
26138,,,,12.0,2.0,LearningResponse,TRUE,True,4.0,racket,hinge,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,814,1697120,0.0-814.0,hinge,racket,hinge,,,,,,,,,,1.0,False,True,0.649333502230905,4
26139,,,,12.0,2.0,LearningResponse,TRUE,True,4.0,racket,hinge,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,817,1702031,0.0-817.0,racket,hinge,racket,,,,,,,,,,1.0,False,True,0.649333502230905,4
26141,,,,12.0,3.0,LearningResponse,TRUE,True,4.0,crepe,lens,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,822,1711662,0.0-822.0,lens,crepe,lens,,,,,,,,,,1.0,False,True,0.08962399995843817,1
26142,,,,12.0,3.0,LearningResponse,TRUE,True,4.0,crepe,lens,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,825,1716287,0.0-825.0,crepe,lens,crepe,,,,,,,,,,1.0,False,True,0.08962399995843817,1
26144,,,,12.0,4.0,LearningResponse,TRUE,True,4.0,hanger,lime,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,830,1726061,0.0-830.0,lime,hanger,lime,,,,,,,,,,1.0,False,True,0.17717069301348795,1
26145,,,,12.0,4.0,LearningResponse,TRUE,True,4.0,hanger,lime,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,833,1731609,0.0-833.0,hangar,lime,hanger,,,,,,,,,,1.0,False,True,0.17717069301348795,1
26147,,,,12.0,5.0,LearningResponse,TRUE,True,4.0,walrus,arrow,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,838,1742832,0.0-838.0,arrow,walrus,arrow,,,,,,,,,,1.0,False,True,0.21352692668801146,2
26148,,,,12.0,5.0,LearningResponse,TRUE,True,4.0,walrus,arrow,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,841,1747801,0.0-841.0,walrus,arrow,walrus,,,,,,,,,,1.0,False,True,0.21352692668801146,2
26150,,,,12.0,6.0,LearningResponse,FALSE,True,4.0,cart,buggy,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,846,1760832,0.0-846.0,,cart,buggy,,,,,,,,,,0.0,False,True,0.42862040533439477,3
26151,,,,12.0,6.0,LearningResponse,TRUE,True,4.0,cart,buggy,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,849,1765190,0.0-849.0,cart,buggy,cart,,,,,,,,,,1.0,False,True,0.42862040533439477,3
26153,,,,12.0,7.0,LearningResponse,TRUE,True,4.0,coyote,cobra,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,854,1775710,0.0-854.0,cobra,coyote,cobra,,,,,,,,,,1.0,False,True,0.5795780256398243,3
26154,,,,12.0,7.0,LearningResponse,TRUE,True,4.0,coyote,cobra,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,857,1780364,0.0-857.0,coyote,cobra,coyote,,,,,,,,,,1.0,False,True,0.5795780256398243,3
26156,,,,12.0,8.0,LearningResponse,TRUE,True,4.0,barrel,crane,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,862,1789600,0.0-862.0,crane,barrel,crane,,,,,,,,,,1.0,False,True,0.3751890524125628,2
26157,,,,12.0,8.0,LearningResponse,TRUE,True,4.0,barrel,crane,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,865,1794176,0.0-865.0,barrel,crane,barrel,,,,,,,,,,1.0,False,True,0.3751890524125628,2
26159,,,,12.0,9.0,LearningResponse,TRUE,True,4.0,pasta,quiche,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,870,1805127,0.0-870.0,quiche,pasta,quiche,,,,,,,,,,1.0,False,True,1.0000000607590505,5
26160,,,,12.0,9.0,LearningResponse,TRUE,True,4.0,pasta,quiche,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,873,1809769,0.0-873.0,pasta,quiche,pasta,,,,,,,,,,1.0,False,True,1.0000000607590505,5
26162,,,,12.0,10.0,LearningResponse,TRUE,True,4.0,napkin,tinsel,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,878,1820276,0.0-878.0,tinsel,napkin,tinsel,,,,,,,,,,1.0,False,True,0.43362053730146755,3
26163,,,,12.0,10.0,LearningResponse,TRUE,True,4.0,napkin,tinsel,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,881,1825446,0.0-881.0,napkin,tinsel,napkin,,,,,,,,,,1.0,False,True,0.43362053730146755,3
26165,,,,12.0,11.0,LearningResponse,TRUE,True,4.0,file,folder,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,886,1834838,0.0-886.0,folder,file,folder,,,,,,,,,,1.0,False,True,0.7610749231203271,4
26166,,,,12.0,11.0,LearningResponse,TRUE,True,4.0,file,folder,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,889,1838915,0.0-889.0,file,folder,file,,,,,,,,,,1.0,False,True,0.7610749231203271,4
26168,,,,12.0,12.0,LearningResponse,TRUE,True,4.0,leech,worm,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,894,1848647,0.0-894.0,worm,leech,worm,,,,,,,,,,1.0,False,True,0.8096479883256736,5
26169,,,,12.0,12.0,LearningResponse,TRUE,True,4.0,leech,worm,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,897,1853549,0.0-897.0,leech,worm,leech,,,,,,,,,,1.0,False,True,0.8096479883256736,5
26230,1834.30000001192,<h1>coyote</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,1.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,985,1984088,0.0-985.0,,coyote,cobra,,,,6.0,,,,,,1.0,False,True,0.5795780256398243,3
26231,,,,12.0,1.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,986,1985268,0.0-986.0,cobra,coyote,cobra,,,,6.0,,,,,,1.0,False,True,0.5795780256398243,3
26232,1681.30000001192,<h1>vacuum</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,2.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,989,1988966,0.0-989.0,,vacuum,filter,,,,12.0,,,,,,1.0,False,True,0.614644204708111,4
26233,,,,12.0,2.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,990,1990678,0.0-990.0,filter,vacuum,filter,,,,12.0,,,,,,1.0,False,True,0.614644204708111,4
26234,3275.60000002384,<h1>file</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,3.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,993,1995967,0.0-993.0,,file,folder,,,,2.0,,,,,,1.0,True,True,0.7610749231203271,4
26235,,,,12.0,3.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,994,1997759,0.0-994.0,folder,file,folder,,,,2.0,,,,,,1.0,True,True,0.7610749231203271,4
26236,1914.10000002384,<h1>arrow</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,4.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,997,2001687,0.0-997.0,,arrow,walrus,,,,8.0,,,,,,1.0,False,True,0.21352692668801146,2
26237,,,,12.0,4.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,998,2003359,0.0-998.0,walrus,arrow,walrus,,,,8.0,,,,,,1.0,False,True,0.21352692668801146,2
26238,3016.69999998808,<h1>leech</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,5.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,1001,2008388,0.0-1001.0,,leech,worm,,,,1.0,,,,,,1.0,False,True,0.8096479883256736,5
26239,,,,12.0,5.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,1002,2009844,0.0-1002.0,worm,leech,worm,,,,1.0,,,,,,1.0,False,True,0.8096479883256736,5
26240,2454.5,<h1>pasta</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,6.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,1005,2014314,0.0-1005.0,,pasta,quiche,,,,4.0,,,,,,1.0,True,True,1.0000000607590505,5
26241,,,,12.0,6.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,1006,2015473,0.0-1006.0,quiche,pasta,quiche,,,,4.0,,,,,,1.0,True,True,1.0000000607590505,5
26242,3845.29999995232,<h1>barrel</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,7.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,1009,2021337,0.0-1009.0,,barrel,crane,,,,5.0,,,,,,1.0,True,True,0.3751890524125628,2
26243,,,,12.0,7.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,1010,2022760,0.0-1010.0,crane,barrel,crane,,,,5.0,,,,,,1.0,True,True,0.3751890524125628,2
26244,2628.40000003576,<h1>lime</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,8.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,1013,2027408,0.0-1013.0,,lime,hanger,,,,9.0,,,,,,1.0,True,True,0.17717069301348795,1
26245,,,,12.0,8.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,1014,2028968,0.0-1014.0,hanger,lime,hanger,,,,9.0,,,,,,1.0,True,True,0.17717069301348795,1
26246,3882.89999997616,<h1>cart</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,9.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,1017,2034866,0.0-1017.0,,cart,buggy,,,,7.0,,,,,,1.0,True,True,0.42862040533439477,3
26247,,,,12.0,9.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,1018,2036378,0.0-1018.0,buggy,cart,buggy,,,,7.0,,,,,,1.0,True,True,0.42862040533439477,3
26248,2232.19999998808,<h1>lens</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,10.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,html-keyboard-response,1021,2040626,0.0-1021.0,,lens,crepe,,,,10.0,,,,,,1.0,False,True,0.08962399995843817,1
26249,,,,12.0,10.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_45_9,cpnwoxakjr1se0c,typed-response,1022,2041722,0.0-1022.0,crepe,lens,crepe,,,,10.0,,,,,,1.0,False,True,0.08962399995843817,1
26252,,,,24.0,1.0,LearningResponse,TRUE,True,1.0,bird,crow,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,6,89280,0.0-6.0,crow,bird,crow,,,,,,,,,,1.0,False,False,0.9999998814517473,5
26253,,,,24.0,1.0,LearningResponse,TRUE,True,1.0,bird,crow,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,9,95550,0.0-9.0,bird,crow,bird,,,,,,,,,,1.0,False,False,0.9999998814517473,5
26255,,,,24.0,2.0,LearningResponse,TRUE,True,1.0,shovel,bucket,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,14,106557,0.0-14.0,bucket,shovel,bucket,,,,,,,,,,1.0,False,False,1.0000000852688726,5
26256,,,,24.0,2.0,LearningResponse,TRUE,True,1.0,shovel,bucket,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,17,113342,0.0-17.0,shovel,bucket,shovel,,,,,,,,,,1.0,False,False,1.0000000852688726,5
26258,,,,24.0,3.0,LearningResponse,TRUE,True,1.0,earwig,walnut,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,22,123969,0.0-22.0,walnut,earwig,walnut,,,,,,,,,,1.0,False,False,0.24217337756216092,2
26259,,,,24.0,3.0,LearningResponse,TRUE,True,1.0,earwig,walnut,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,25,128619,0.0-25.0,earwig,walnut,earwig,,,,,,,,,,1.0,False,False,0.24217337756216092,2
26261,,,,24.0,4.0,LearningResponse,TRUE,True,1.0,parrot,turtle,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,30,141546,0.0-30.0,turtle,parrot,turtle,,,,,,,,,,1.0,False,False,0.6520642147741101,4
26262,,,,24.0,4.0,LearningResponse,TRUE,True,1.0,parrot,turtle,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,33,147360,0.0-33.0,parrot,turtle,parrot,,,,,,,,,,1.0,False,False,0.6520642147741101,4
26264,,,,24.0,5.0,LearningResponse,TRUE,True,1.0,yacht,ship,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,38,158799,0.0-38.0,ship,yacht,ship,,,,,,,,,,1.0,False,False,0.5732494750650724,3
26265,,,,24.0,5.0,LearningResponse,TRUE,True,1.0,yacht,ship,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,41,164035,0.0-41.0,yacht,ship,yacht,,,,,,,,,,1.0,False,False,0.5732494750650724,3
26267,,,,24.0,6.0,LearningResponse,TRUE,True,1.0,money,wand,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,46,177042,0.0-46.0,wand,money,wand,,,,,,,,,,1.0,False,False,0.21512596317972674,2
26268,,,,24.0,6.0,LearningResponse,TRUE,True,1.0,money,wand,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,49,182045,0.0-49.0,money,wand,money,,,,,,,,,,1.0,False,False,0.21512596317972674,2
26270,,,,24.0,7.0,LearningResponse,TRUE,True,1.0,cart,buggy,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,54,192308,0.0-54.0,buggy,cart,buggy,,,,,,,,,,1.0,False,False,0.42862040533439477,3
26271,,,,24.0,7.0,LearningResponse,TRUE,True,1.0,cart,buggy,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,57,196766,0.0-57.0,cart,buggy,cart,,,,,,,,,,1.0,False,False,0.42862040533439477,3
26273,,,,24.0,8.0,LearningResponse,TRUE,True,1.0,pasta,quiche,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,62,208203,0.0-62.0,quiche,pasta,quiche,,,,,,,,,,1.0,False,False,1.0000000607590505,5
26274,,,,24.0,8.0,LearningResponse,TRUE,True,1.0,pasta,quiche,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,65,213146,0.0-65.0,pasta,quiche,pasta,,,,,,,,,,1.0,False,False,1.0000000607590505,5
26276,,,,24.0,9.0,LearningResponse,TRUE,True,1.0,cactus,moose,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,70,223877,0.0-70.0,moose,cactus,moose,,,,,,,,,,1.0,False,False,0.34621602100896204,2
26277,,,,24.0,9.0,LearningResponse,TRUE,True,1.0,cactus,moose,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,73,231648,0.0-73.0,cactus,moose,cactus,,,,,,,,,,1.0,False,False,0.34621602100896204,2
26279,,,,24.0,10.0,LearningResponse,TRUE,True,1.0,chick,girl,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,78,242785,0.0-78.0,girl,chick,girl,,,,,,,,,,1.0,False,False,0.6247244966234788,4
26280,,,,24.0,10.0,LearningResponse,TRUE,True,1.0,chick,girl,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,81,247548,0.0-81.0,chick,girl,chick,,,,,,,,,,1.0,False,False,0.6247244966234788,4
26282,,,,24.0,11.0,LearningResponse,TRUE,True,1.0,walrus,arrow,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,86,257758,0.0-86.0,arrow,walrus,arrow,,,,,,,,,,1.0,False,False,0.21352692668801146,2
26283,,,,24.0,11.0,LearningResponse,TRUE,True,1.0,walrus,arrow,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,89,265128,0.0-89.0,walrus,arrow,walrus,,,,,,,,,,1.0,False,False,0.21352692668801146,2
26285,,,,24.0,12.0,LearningResponse,TRUE,True,1.0,powder,floss,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,94,275909,0.0-94.0,floss,powder,floss,,,,,,,,,,1.0,False,False,0.48735431534363993,3
26286,,,,24.0,12.0,LearningResponse,FALSE,True,1.0,powder,floss,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,97,282558,0.0-97.0,poder,floss,powder,,,,,,,,,,0.0,False,False,0.48735431534363993,3
26288,,,,24.0,13.0,LearningResponse,TRUE,True,1.0,tape,wire,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,102,293086,0.0-102.0,wire,tape,wire,,,,,,,,,,1.0,False,False,0.5010969904798186,3
26289,,,,24.0,13.0,LearningResponse,TRUE,True,1.0,tape,wire,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,105,298475,0.0-105.0,tape,wire,tape,,,,,,,,,,1.0,False,False,0.5010969904798186,3
26291,,,,24.0,14.0,LearningResponse,TRUE,True,1.0,radio,dress,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,110,309147,0.0-110.0,dress,radio,dress,,,,,,,,,,1.0,False,False,0.003992160614717995,1
26292,,,,24.0,14.0,LearningResponse,TRUE,True,1.0,radio,dress,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,113,316947,0.0-113.0,radio,dress,radio,,,,,,,,,,1.0,False,False,0.003992160614717995,1
26294,,,,24.0,15.0,LearningResponse,TRUE,True,1.0,cannon,garlic,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,118,329777,0.0-118.0,garlic,cannon,garlic,,,,,,,,,,1.0,False,False,0.11498893411172474,1
26295,,,,24.0,15.0,LearningResponse,TRUE,True,1.0,cannon,garlic,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,121,335126,0.0-121.0,cannon,garlic,cannon,,,,,,,,,,1.0,False,False,0.11498893411172474,1
26297,,,,24.0,16.0,LearningResponse,TRUE,True,1.0,fungus,moth,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,126,345148,0.0-126.0,moth,fungus,moth,,,,,,,,,,1.0,False,False,0.42118623274423467,3
26298,,,,24.0,16.0,LearningResponse,TRUE,True,1.0,fungus,moth,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,129,351780,0.0-129.0,fungus,moth,fungus,,,,,,,,,,1.0,False,False,0.42118623274423467,3
26300,,,,24.0,17.0,LearningResponse,TRUE,True,1.0,record,kite,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,134,361889,0.0-134.0,kite,record,kite,,,,,,,,,,1.0,False,False,0.1502668807982888,1
26301,,,,24.0,17.0,LearningResponse,TRUE,True,1.0,record,kite,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,137,366477,0.0-137.0,record,kite,record,,,,,,,,,,1.0,False,False,0.1502668807982888,1
26303,,,,24.0,18.0,LearningResponse,TRUE,True,1.0,ruby,jewel,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,142,378084,0.0-142.0,jewel,ruby,jewel,,,,,,,,,,1.0,False,False,0.6486867743268038,4
26304,,,,24.0,18.0,LearningResponse,TRUE,True,1.0,ruby,jewel,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,145,383683,0.0-145.0,ruby,jewel,ruby,,,,,,,,,,1.0,False,False,0.6486867743268038,4
26306,,,,24.0,19.0,LearningResponse,TRUE,True,1.0,goose,duck,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,150,394569,0.0-150.0,duck,goose,duck,,,,,,,,,,1.0,False,False,0.6267412634474379,4
26307,,,,24.0,19.0,LearningResponse,TRUE,True,1.0,goose,duck,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,153,399247,0.0-153.0,goose,duck,goose,,,,,,,,,,1.0,False,False,0.6267412634474379,4
26309,,,,24.0,20.0,LearningResponse,TRUE,True,1.0,bonnet,scoop,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,158,410232,0.0-158.0,scoop,bonnet,scoop,,,,,,,,,,1.0,False,False,0.29550152533905566,2
26310,,,,24.0,20.0,LearningResponse,TRUE,True,1.0,bonnet,scoop,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,161,415235,0.0-161.0,bonnet,scoop,bonnet,,,,,,,,,,1.0,False,False,0.29550152533905566,2
26312,,,,24.0,21.0,LearningResponse,TRUE,True,1.0,berry,pear,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,166,425526,0.0-166.0,pear,berry,pear,,,,,,,,,,1.0,False,False,0.8311557898711097,5
26313,,,,24.0,21.0,LearningResponse,TRUE,True,1.0,berry,pear,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,169,430789,0.0-169.0,berry,pear,berry,,,,,,,,,,1.0,False,False,0.8311557898711097,5
26315,,,,24.0,22.0,LearningResponse,TRUE,True,1.0,horse,pony,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,174,441548,0.0-174.0,pony,horse,pony,,,,,,,,,,1.0,False,False,0.6533058200079189,4
26316,,,,24.0,22.0,LearningResponse,TRUE,True,1.0,horse,pony,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,177,447110,0.0-177.0,horse,pony,horse,,,,,,,,,,1.0,False,False,0.6533058200079189,4
26318,,,,24.0,23.0,LearningResponse,FALSE,True,1.0,blower,faucet,True,11_8_2023_14_24_52,cqlop4o6mqrnsm6,typed-response,182,457300,0.0-182.0,faclet,blower,faucet,,,,,,,,,,0.0,False,False,0.127666791564387,1
